acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
196.967,407.514,40.094,0.000,0.000,0.000
15.405,587.880,689.557,0.000,0.000,0.000
-210.540,465.332,885.268,0.000,0.000,0.000
338.848,176.743,801.081,0.000,0.000,0.000
-231.442,307.946,2183.450,0.000,0.000,0.000
520.404,301.316,665.893,0.000,0.000,0.000
-118.715,313.906,1779.765,0.000,0.000,0.000
184.016,157.685,938.524,0.000,0.000,0.000
125.384,236.231,1241.367,0.000,0.000,0.000
105.862,78.133,1119.650,0.000,0.000,0.000
142.032,168.432,815.367,0.000,0.000,0.000
-86.909,54.690,1368.288,0.000,0.000,0.000
178.186,67.212,879.582,0.000,0.000,0.000
31.756,-39.083,1666.500,0.000,0.000,0.000
101.142,112.469,522.181,0.000,0.000,0.000
-97.514,93.335,1097.437,0.000,0.000,0.000
134.519,25.726,1070.185,0.000,0.000,0.000
86.539,58.377,986.690,0.000,0.000,0.000
59.647,33.073,1029.509,0.000,0.000,0.000
25.747,44.034,1013.463,0.000,0.000,0.000
24.819,51.500,998.439,0.000,0.000,0.000
41.470,30.044,1025.318,0.000,0.000,0.000
42.124,34.576,990.169,0.000,0.000,0.000
36.739,40.409,1024.204,0.000,0.000,0.000
25.719,65.097,951.302,0.000,0.000,0.000
17.430,36.033,1039.019,0.000,0.000,0.000
32.368,49.640,969.977,0.000,0.000,0.000
25.972,36.341,1011.642,0.000,0.000,0.000
31.769,38.186,989.980,0.000,0.000,0.000
27.882,49.043,998.708,0.000,0.000,0.000
14.169,33.687,997.491,0.000,0.000,0.000
27.013,40.816,983.126,0.000,0.000,0.000
28.467,45.452,994.710,0.000,0.000,0.000
-4.352,48.929,994.857,0.000,0.000,0.000
48.218,34.200,1010.751,0.000,0.000,0.000
3.130,41.452,994.909,0.000,0.000,0.000
21.573,49.836,1002.611,0.000,0.000,0.000
38.769,33.182,996.448,0.000,0.000,0.000
27.120,45.339,993.392,0.000,0.000,0.000
8.177,45.924,999.876,0.000,0.000,0.000
-2.682,51.849,1011.078,0.000,0.000,0.000
34.871,27.947,980.047,0.000,0.000,0.000
-0.077,15.586,1045.034,0.000,0.000,0.000
-10.108,50.238,984.340,0.000,0.000,0.000
32.956,34.225,978.538,0.000,0.000,0.000
25.497,29.090,1017.718,0.000,0.000,0.000
4.478,43.128,997.285,0.000,0.000,0.000
22.028,33.191,997.931,0.000,0.000,0.000
-0.270,29.513,1010.831,0.000,0.000,0.000
-3.426,15.464,1005.896,0.000,0.000,0.000
37.780,29.553,967.677,0.000,0.000,0.000
-26.836,54.521,1006.177,0.000,0.000,0.000
29.224,21.032,996.508,0.000,0.000,0.000
-32.991,29.284,1005.732,0.000,0.000,0.000
-5.080,25.563,1011.694,0.000,0.000,0.000
5.894,9.354,1001.881,0.000,0.000,0.000
-30.650,21.432,1010.841,0.000,0.000,0.000
11.243,27.379,981.042,0.000,0.000,0.000
19.903,19.002,997.126,0.000,0.000,0.000
-15.366,20.935,1000.533,0.000,0.000,0.000
14.369,14.762,1004.590,0.000,0.000,0.000
4.206,26.857,993.214,0.000,0.000,0.000
-7.454,17.985,1003.765,0.000,0.000,0.000
0.203,16.694,1003.179,0.000,0.000,0.000
8.059,18.545,1001.439,0.000,0.000,0.000
10.933,18.486,992.604,0.000,0.000,0.000
10.517,19.848,999.544,0.000,0.000,0.000
6.192,22.255,998.845,0.000,0.000,0.000
18.732,17.198,999.411,0.000,0.000,0.000
12.143,22.167,997.814,0.000,0.000,0.000
-4.399,21.670,1003.802,0.000,0.000,0.000
12.013,22.099,990.044,0.000,0.000,0.000
7.993,21.626,1006.820,0.000,0.000,0.000
14.655,24.546,984.751,0.000,0.000,0.000
34.200,22.298,987.407,0.000,0.000,0.000
-1.992,24.553,1007.005,0.000,0.000,0.000
17.709,20.639,995.321,0.000,0.000,0.000
30.859,20.359,985.945,0.000,0.000,0.000
-22.159,23.175,1023.926,0.000,0.000,0.000
9.783,18.724,995.734,0.000,0.000,0.000
40.724,24.309,982.357,0.000,0.000,0.000
-21.973,25.728,1011.614,0.000,0.000,0.000
10.596,25.085,991.408,0.000,0.000,0.000
18.744,23.007,990.950,0.000,0.000,0.000
4.378,21.261,1002.497,0.000,0.000,0.000
-8.471,18.570,1007.236,0.000,0.000,0.000
28.199,12.939,991.773,0.000,0.000,0.000
-4.245,27.293,1006.309,0.000,0.000,0.000
14.314,18.382,994.491,0.000,0.000,0.000
11.080,25.558,1001.368,0.000,0.000,0.000
12.885,9.813,995.724,0.000,0.000,0.000
-9.116,20.908,1012.026,0.000,0.000,0.000
-0.951,12.856,1011.288,0.000,0.000,0.000
20.626,25.453,992.622,0.000,0.000,0.000
14.097,18.714,992.638,0.000,0.000,0.000
2.894,38.825,1003.844,0.000,0.000,0.000
-2.068,-25.746,1001.903,0.000,0.000,0.000
-16.178,0.545,999.499,0.000,0.000,0.000
4.615,39.668,1007.118,0.000,0.000,0.000
-14.933,-10.779,998.099,0.000,0.000,0.000
-2.215,34.697,1012.013,0.000,0.000,0.000
18.521,19.707,973.830,0.000,0.000,0.000
-3.337,30.164,1001.988,0.000,0.000,0.000
10.841,17.414,996.251,0.000,0.000,0.000
-11.337,26.548,1012.510,0.000,0.000,0.000
18.132,25.017,969.386,0.000,0.000,0.000
-5.491,20.138,1018.226,0.000,0.000,0.000
-4.070,11.311,997.817,0.000,0.000,0.000
4.320,39.596,988.343,0.000,0.000,0.000
1.700,36.372,1002.395,0.000,0.000,0.000
-0.608,18.105,999.775,0.000,0.000,0.000
2.351,18.428,1001.995,0.000,0.000,0.000
32.538,24.414,982.407,0.000,0.000,0.000
4.999,24.932,995.732,0.000,0.000,0.000
-1.271,18.694,1005.591,0.000,0.000,0.000
-4.137,15.612,1001.390,0.000,0.000,0.000
-13.543,25.650,1011.939,0.000,0.000,0.000
10.477,0.020,986.418,0.000,0.000,0.000
-19.012,16.507,1009.905,0.000,0.000,0.000
-6.826,17.812,1008.261,0.000,0.000,0.000
21.587,27.732,993.384,0.000,0.000,0.000
14.928,18.964,990.953,0.000,0.000,0.000
-10.786,16.712,1023.010,0.000,0.000,0.000
26.081,23.512,971.438,0.000,0.000,0.000
7.960,27.338,1006.559,0.000,0.000,0.000
8.860,12.679,987.412,0.000,0.000,0.000
