acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
180.56,63.44,4.88,501060.0,70350.0,-46480.0
-328.424,269.864,-122.976,413420.0,115640.0,-82460.0
140.544,566.568,-467.504,347410.0,94150.0,-86590.0
-416.752,497.272,-330.864,322000.0,15890.0,-44240.0
-633.424,664.656,-162.016,266560.0,7910.0,12320.0
-113.216,791.536,-287.92,238840.0,2800.0,59640.0
-474.824,703.696,-176.168,206920.0,10360.0,64470.0
-456.768,777.384,-141.52,138390.0,5600.0,34440.0
-511.424,747.128,-125.416,73570.0,2100.0,4690.0
-355.752,766.16,-158.6,32690.0,18480.0,-17780.0
-209.84,839.848,-263.52,26600.0,22750.0,-17780.0
-404.552,830.088,-226.92,22540.0,9730.0,-8330.0
-267.912,845.704,-290.36,7490.0,9870.0,-4620.0
-171.288,897.92,-323.544,-3640.0,13300.0,-700.0
-65.88,964.776,-299.144,-4340.0,21420.0,4340.0
-161.04,1002.352,-240.584,-3290.0,15820.0,13370.0
-115.168,989.664,-216.672,-10640.0,13300.0,16240.0
-33.184,1057.496,-167.384,-8750.0,9940.0,19810.0
-107.36,1037.976,-109.312,-7140.0,8120.0,20090.0
-84.912,1033.584,-110.288,-8050.0,1470.0,19530.0
-40.504,1034.072,-127.368,-9380.0,-2450.0,17010.0
-81.008,1033.096,-105.896,-9030.0,-7280.0,13860.0
-160.552,1068.72,-101.016,-8680.0,-3430.0,2310.0
-188.856,996.496,-125.416,-24290.0,-4130.0,-5950.0
-173.24,1012.6,-174.216,-46200.0,-4270.0,-14490.0
-103.456,1004.304,-216.184,-76510.0,-7770.0,-21560.0
-103.944,967.216,-237.168,-87010.0,-18410.0,-23450.0
